start	end	size	type
0x00378f	0x0037a3	20	divergent
0x0037a3	0x0037a4	1	identical
0x0037a4	0x0037b5	17	divergent
0x0037b5	0x0037b6	1	identical
0x0037b6	0x003826	112	divergent
0x003826	0x003827	1	identical
0x003827	0x003851	42	divergent
0x003851	0x003852	1	identical
0x003852	0x00387c	42	divergent
0x00387c	0x00387d	1	identical
0x00387d	0x00387e	1	divergent
0x00387e	0x00387f	1	identical
0x00387f	0x00388a	11	divergent
0x00388a	0x00388b	1	identical
0x00388b	0x003891	6	divergent
0x003891	0x003892	1	identical
0x003892	0x0038c3	49	divergent
0x0038c3	0x0038c4	1	identical
0x0038c4	0x0038d7	19	divergent
0x0038d7	0x0038d8	1	identical
0x0038d8	0x0038e3	11	divergent
0x0038e3	0x0038e4	1	identical
0x0038e4	0x0038fc	24	divergent
0x0038fc	0x0038fd	1	identical
0x0038fd	0x003944	71	divergent
0x003944	0x003945	1	identical
0x003945	0x00394e	9	divergent
0x00394e	0x00394f	1	identical
0x00394f	0x00396f	32	divergent
0x00396f	0x003970	1	identical
0x003970	0x003a07	151	divergent
0x003a07	0x003a08	1	identical
0x003a08	0x003a61	89	divergent
0x003a61	0x003a62	1	identical
0x003a62	0x003a6d	11	divergent
0x003a6d	0x003a6e	1	identical
0x003a6e	0x003a82	20	divergent
0x003a82	0x003a83	1	identical
0x003a83	0x003aad	42	divergent
0x003aad	0x003aae	1	identical
0x003aae	0x003ac7	25	divergent
0x003ac7	0x003ac8	1	identical
0x003ac8	0x003ade	22	divergent
0x003ade	0x003adf	1	identical
0x003adf	0x003afb	28	divergent
0x003afb	0x003afe	3	identical
0x003afe	0x003aff	1	divergent
0x003aff	0x003b00	1	identical
0x003b00	0x003b38	56	divergent
0x003b38	0x003b3a	2	identical
0x003b3a	0x003b45	11	divergent
0x003b45	0x003b46	1	identical
0x003b46	0x003b7a	52	divergent
0x003b7a	0x003b7b	1	identical
0x003b7b	0x003ba2	39	divergent
0x003ba2	0x003ba3	1	identical
0x003ba3	0x003be6	67	divergent
0x003be6	0x003be7	1	identical
0x003be7	0x003bf1	10	divergent
0x003bf1	0x003bf2	1	identical
0x003bf2	0x003c14	34	divergent
0x003c14	0x003c15	1	identical
0x003c15	0x003c3e	41	divergent
0x003c3e	0x003c3f	1	identical
0x003c3f	0x003c41	2	divergent
0x003c41	0x003c42	1	identical
0x003c42	0x003c4c	10	divergent
0x003c4c	0x003c4d	1	identical
0x003c4d	0x003c57	10	divergent
0x003c57	0x003c58	1	identical
0x003c58	0x003c77	31	divergent
0x003c77	0x003c78	1	identical
0x003c78	0x003c7a	2	divergent
0x003c7a	0x003c7b	1	identical
0x003c7b	0x003cd0	85	divergent
0x003cd0	0x003cd1	1	identical
0x003cd1	0x003cea	25	divergent
0x003cea	0x003ceb	1	identical
0x003ceb	0x003cec	1	divergent
0x003cec	0x003ced	1	identical
0x003ced	0x003cf7	10	divergent
0x003cf7	0x003cf9	2	identical
0x003cf9	0x003cfa	1	divergent
0x003cfa	0x003cfc	2	identical
0x003cfc	0x003cfe	2	divergent
0x003cfe	0x003d00	2	identical
0x003d00	0x003d24	36	divergent
0x003d24	0x003d25	1	identical
0x003d25	0x003d27	2	divergent
0x003d27	0x003d28	1	identical
0x003d28	0x003d29	1	divergent
0x003d29	0x003d2a	1	identical
0x003d2a	0x003d76	76	divergent
0x003d76	0x003d77	1	identical
0x003d77	0x003da3	44	divergent
0x003da3	0x003da4	1	identical
0x003da4	0x003daa	6	divergent
0x003daa	0x003dab	1	identical
0x003dab	0x003dd6	43	divergent
0x003dd6	0x003dd8	2	identical
0x003dd8	0x003dd9	1	divergent
0x003dd9	0x003dda	1	identical
0x003dda	0x003dfc	34	divergent
0x003dfc	0x003dfd	1	identical
0x003dfd	0x003e08	11	divergent
0x003e08	0x003e09	1	identical
0x003e09	0x003e5e	85	divergent
0x003e5e	0x003e60	2	identical
0x003e60	0x003e6a	10	divergent
0x003e6a	0x003e6b	1	identical
0x003e6b	0x003e6c	1	divergent
0x003e6c	0x003e6d	1	identical
0x003e6d	0x003ea9	60	divergent
0x003ea9	0x003eaa	1	identical
0x003eaa	0x003f14	106	divergent
0x003f14	0x003f15	1	identical
0x003f15	0x003f1a	5	divergent
0x003f1a	0x003f1b	1	identical
0x003f1b	0x003f3f	36	divergent
0x003f3f	0x003f40	1	identical
0x003f40	0x003f7d	61	divergent
0x003f7d	0x003f7e	1	identical
0x003f7e	0x003f7f	1	divergent
0x003f7f	0x003f80	1	identical
0x003f80	0x003f83	3	divergent
0x003f83	0x003f84	1	identical
0x003f84	0x004078	244	divergent
0x004078	0x004079	1	identical
0x004079	0x0040bf	70	divergent
0x0040bf	0x0040c0	1	identical
0x0040c0	0x0040c6	6	divergent
0x0040c6	0x0040c7	1	identical
0x0040c7	0x004102	59	divergent
0x004102	0x004103	1	identical
0x004103	0x004117	20	divergent
0x004117	0x004118	1	identical
0x004118	0x00411e	6	divergent
0x00411e	0x004120	2	identical
0x004120	0x00412c	12	divergent
0x00412c	0x00412d	1	identical
0x00412d	0x004138	11	divergent
0x004138	0x004139	1	identical
0x004139	0x00414e	21	divergent
0x00414e	0x004150	2	identical
0x004150	0x004151	1	divergent
0x004151	0x004152	1	identical
0x004152	0x004166	20	divergent
0x004166	0x004168	2	identical
0x004168	0x004169	1	divergent
0x004169	0x00416e	5	identical
0x00416e	0x00416f	1	divergent
0x00416f	0x004170	1	identical
0x004170	0x0041d5	101	divergent
0x0041d5	0x0041d6	1	identical
0x0041d6	0x004206	48	divergent
0x004206	0x004208	2	identical
0x004208	0x004209	1	divergent
0x004209	0x00420a	1	identical
0x00420a	0x004245	59	divergent
0x004245	0x004246	1	identical
0x004246	0x004261	27	divergent
0x004261	0x004262	1	identical
0x004262	0x004266	4	divergent
0x004266	0x004268	2	identical
0x004268	0x00427a	18	divergent
0x00427a	0x00427b	1	identical
0x00427b	0x0042a2	39	divergent
0x0042a2	0x0042a3	1	identical
0x0042a3	0x0042c6	35	divergent
0x0042c6	0x0042c8	2	identical
0x0042c8	0x0042c9	1	divergent
0x0042c9	0x0042ca	1	identical
0x0042ca	0x0042db	17	divergent
0x0042db	0x0042dc	1	identical
0x0042dc	0x0042dd	1	divergent
0x0042dd	0x0042de	1	identical
0x0042de	0x0042e4	6	divergent
0x0042e4	0x0042e5	1	identical
0x0042e5	0x00432d	72	divergent
0x00432d	0x00432e	1	identical
0x00432e	0x00437c	78	divergent
0x00437c	0x00437d	1	identical
0x00437d	0x0043d4	87	divergent
0x0043d4	0x0043d5	1	identical
0x0043d5	0x0043d6	1	divergent
0x0043d6	0x0043d7	1	identical
0x0043d7	0x0043ef	24	divergent
0x0043ef	0x0043f0	1	identical
0x0043f0	0x0043f7	7	divergent
0x0043f7	0x0043f8	1	identical
0x0043f8	0x00441a	34	divergent
0x00441a	0x00441b	1	identical
0x00441b	0x00442c	17	divergent
0x00442c	0x00442d	1	identical
0x00442d	0x004492	101	divergent
0x004492	0x004493	1	identical
0x004493	0x0044bc	41	divergent
0x0044bc	0x0044bd	1	identical
0x0044bd	0x0044cf	18	divergent
0x0044cf	0x0044d0	1	identical
0x0044d0	0x004515	69	divergent
0x004515	0x004518	3	identical
0x004518	0x004519	1	divergent
0x004519	0x00451a	1	identical
0x00451a	0x004568	78	divergent
0x004568	0x004569	1	identical
0x004569	0x00456c	3	divergent
0x00456c	0x00456d	1	identical
0x00456d	0x004600	147	divergent
0x004600	0x004602	2	identical
0x004602	0x004603	1	divergent
0x004603	0x004604	1	identical
0x004604	0x004605	1	divergent
0x004605	0x004606	1	identical
0x004606	0x00460a	4	divergent
0x00460a	0x00460c	2	identical
0x00460c	0x00460d	1	divergent
0x00460d	0x00460e	1	identical
0x00460e	0x004618	10	divergent
0x004618	0x004619	1	identical
0x004619	0x0046c4	171	divergent
0x0046c4	0x0046c5	1	identical
0x0046c5	0x0046ea	37	divergent
0x0046ea	0x0046eb	1	identical
0x0046eb	0x0046f1	6	divergent
0x0046f1	0x0046f2	1	identical
0x0046f2	0x00476d	123	divergent
0x00476d	0x00476e	1	identical
0x00476e	0x004771	3	divergent
0x004771	0x004772	1	identical
0x004772	0x004773	1	divergent
0x004773	0x004774	1	identical
0x004774	0x00477b	7	divergent
0x00477b	0x00477c	1	identical
0x00477c	0x00481d	161	divergent
0x00481d	0x00481e	1	identical
0x00481e	0x004849	43	divergent
0x004849	0x00484a	1	identical
0x00484a	0x004877	45	divergent
0x004877	0x004878	1	identical
0x004878	0x004892	26	divergent
0x004892	0x004893	1	identical
0x004893	0x0048c5	50	divergent
0x0048c5	0x0048c6	1	identical
0x0048c6	0x0048d9	19	divergent
0x0048d9	0x0048da	1	identical
0x0048da	0x0048ec	18	divergent
0x0048ec	0x0048ed	1	identical
0x0048ed	0x0049a1	180	divergent
0x0049a1	0x0049a2	1	identical
0x0049a2	0x004a24	130	divergent
0x004a24	0x004a26	2	identical
0x004a26	0x004a50	42	divergent
0x004a50	0x004a51	1	identical
0x004a51	0x004a53	2	divergent
0x004a53	0x004a54	1	identical
0x004a54	0x004a56	2	divergent
0x004a56	0x004a57	1	identical
0x004a57	0x004a59	2	divergent
0x004a59	0x004a5a	1	identical
0x004a5a	0x004a74	26	divergent
0x004a74	0x004a75	1	identical
0x004a75	0x004a96	33	divergent
0x004a96	0x004a98	2	identical
0x004a98	0x004b11	121	divergent
0x004b11	0x004b12	1	identical
0x004b12	0x004b6d	91	divergent
0x004b6d	0x004b6e	1	identical
0x004b6e	0x004c1f	177	divergent
0x004c1f	0x004c20	1	identical
0x004c20	0x004c2e	14	divergent
0x004c2e	0x004c2f	1	identical
0x004c2f	0x004c42	19	divergent
0x004c42	0x004c44	2	identical
0x004c44	0x004c76	50	divergent
0x004c76	0x004c77	1	identical
0x004c77	0x004cce	87	divergent
0x004cce	0x004ccf	1	identical
0x004ccf	0x004cd0	1	divergent
0x004cd0	0x004cd1	1	identical
0x004cd1	0x004d36	101	divergent
0x004d36	0x004d38	2	identical
0x004d38	0x004d46	14	divergent
0x004d46	0x004d47	1	identical
0x004d47	0x004d74	45	divergent
0x004d74	0x004d75	1	identical
0x004d75	0x004d96	33	divergent
0x004d96	0x004d97	1	identical
0x004d97	0x004da0	9	divergent
0x004da0	0x004da1	1	identical
0x004da1	0x004e20	127	divergent
0x004e20	0x004e21	1	identical
0x004e21	0x004e34	19	divergent
0x004e34	0x004e35	1	identical
0x004e35	0x004e49	20	divergent
0x004e49	0x004e4a	1	identical
0x004e4a	0x004e55	11	divergent
0x004e55	0x004e56	1	identical
0x004e56	0x004ecc	118	divergent
0x004ecc	0x004ecd	1	identical
0x004ecd	0x004ecf	2	divergent
0x004ecf	0x004ed0	1	identical
0x004ed0	0x004efe	46	divergent
0x004efe	0x004eff	1	identical
0x004eff	0x004f21	34	divergent
0x004f21	0x004f22	1	identical
0x004f22	0x004fba	152	divergent
0x004fba	0x004fbb	1	identical
0x004fbb	0x004fc4	9	divergent
0x004fc4	0x004fc5	1	identical
0x004fc5	0x005025	96	divergent
0x005025	0x005026	1	identical
0x005026	0x005068	66	divergent
0x005068	0x005069	1	identical
0x005069	0x005079	16	divergent
0x005079	0x00507a	1	identical
0x00507a	0x0050b2	56	divergent
0x0050b2	0x0050b3	1	identical
0x0050b3	0x005116	99	divergent
0x005116	0x005117	1	identical
0x005117	0x005204	237	divergent
0x005204	0x005205	1	identical
0x005205	0x005257	82	divergent
0x005257	0x005258	1	identical
0x005258	0x005272	26	divergent
0x005272	0x005273	1	identical
0x005273	0x00527c	9	divergent
0x00527c	0x00527d	1	identical
0x00527d	0x0052e1	100	divergent
0x0052e1	0x0052e2	1	identical
0x0052e2	0x0052e3	1	divergent
0x0052e3	0x0052e4	1	identical
0x0052e4	0x00530a	38	divergent
0x00530a	0x00530b	1	identical
0x00530b	0x00534c	65	divergent
0x00534c	0x00534d	1	identical
0x00534d	0x005367	26	divergent
0x005367	0x005368	1	identical
0x005368	0x0053ec	132	divergent
0x0053ec	0x0053ed	1	identical
0x0053ed	0x0053ff	18	divergent
0x0053ff	0x005400	1	identical
0x005400	0x005401	1	divergent
0x005401	0x005402	1	identical
0x005402	0x00543b	57	divergent
0x00543b	0x00543c	1	identical
0x00543c	0x005462	38	divergent
0x005462	0x005463	1	identical
0x005463	0x005474	17	divergent
0x005474	0x005475	1	identical
0x005475	0x005480	11	divergent
0x005480	0x005481	1	identical
0x005481	0x005508	135	divergent
0x005508	0x00550a	2	identical
0x00550a	0x005521	23	divergent
0x005521	0x005522	1	identical
0x005522	0x00553d	27	divergent
0x00553d	0x00553e	1	identical
0x00553e	0x0055c1	131	divergent
0x0055c1	0x0055c2	1	identical
0x0055c2	0x0055cb	9	divergent
0x0055cb	0x0055cc	1	identical
0x0055cc	0x00567e	178	divergent
0x00567e	0x00567f	1	identical
0x00567f	0x0056c3	68	divergent
0x0056c3	0x0056c4	1	identical
0x0056c4	0x0056c7	3	divergent
0x0056c7	0x0056c8	1	identical
0x0056c8	0x0056f9	49	divergent
0x0056f9	0x0056fa	1	identical
0x0056fa	0x005740	70	divergent
0x005740	0x005741	1	identical
0x005741	0x005759	24	divergent
0x005759	0x00575a	1	identical
0x00575a	0x0057b7	93	divergent
0x0057b7	0x0057b8	1	identical
0x0057b8	0x0057fe	70	divergent
0x0057fe	0x0057ff	1	identical
0x0057ff	0x005806	7	divergent
0x005806	0x005807	1	identical
0x005807	0x005833	44	divergent
0x005833	0x005834	1	identical
0x005834	0x0058e1	173	divergent
0x0058e1	0x0058e2	1	identical
0x0058e2	0x0058fe	28	divergent
0x0058fe	0x005904	6	identical
0x005904	0x005905	1	divergent
0x005905	0x005908	3	identical
0x005908	0x005909	1	divergent
0x005909	0x00590a	1	identical
0x00590a	0x00590b	1	divergent
0x00590b	0x00590c	1	identical
0x00590c	0x00590d	1	divergent
0x00590d	0x00590e	1	identical
0x00590e	0x005912	4	divergent
0x005912	0x005914	2	identical
0x005914	0x005915	1	divergent
0x005915	0x005916	1	identical
0x005916	0x005917	1	divergent
0x005917	0x005918	1	identical
0x005918	0x005919	1	divergent
0x005919	0x005920	7	identical
0x005920	0x005923	3	divergent
0x005923	0x005924	1	identical
0x005924	0x005925	1	divergent
0x005925	0x00592a	5	identical
0x00592a	0x00592b	1	divergent
0x00592b	0x00592c	1	identical
0x00592c	0x005954	40	divergent
0x005954	0x005955	1	identical
0x005955	0x005959	4	divergent
0x005959	0x00595a	1	identical
0x00595a	0x0059a5	75	divergent
0x0059a5	0x0059a6	1	identical
0x0059a6	0x005b33	397	divergent
0x005b33	0x005b34	1	identical
0x005b34	0x005b48	20	divergent
0x005b48	0x005b49	1	identical
0x005b49	0x005b93	74	divergent
0x005b93	0x005b94	1	identical
0x005b94	0x005bc1	45	divergent
0x005bc1	0x005bc2	1	identical
0x005bc2	0x005bdf	29	divergent
0x005bdf	0x005be0	1	identical
0x005be0	0x005c31	81	divergent
0x005c31	0x005c32	1	identical
0x005c32	0x005c4f	29	divergent
0x005c4f	0x005c50	1	identical
0x005c50	0x005c73	35	divergent
0x005c73	0x005c74	1	identical
0x005c74	0x005cb7	67	divergent
0x005cb7	0x005cb9	2	identical
0x005cb9	0x005cca	17	divergent
0x005cca	0x005ccb	1	identical
0x005ccb	0x005d01	54	divergent
0x005d01	0x005d02	1	identical
0x005d02	0x005d3b	57	divergent
0x005d3b	0x005d3c	1	identical
0x005d3c	0x005d41	5	divergent
0x005d41	0x005d42	1	identical
0x005d42	0x005d99	87	divergent
0x005d99	0x005d9a	1	identical
0x005d9a	0x005dac	18	divergent
0x005dac	0x005dad	1	identical
0x005dad	0x005dae	1	divergent
0x005dae	0x005daf	1	identical
0x005daf	0x005db0	1	divergent
0x005db0	0x005db1	1	identical
0x005db1	0x005dd2	33	divergent
0x005dd2	0x005dd3	1	identical
0x005dd3	0x005e1d	74	divergent
0x005e1d	0x005e1e	1	identical
0x005e1e	0x005e36	24	divergent
0x005e36	0x005e37	1	identical
0x005e37	0x005e68	49	divergent
0x005e68	0x005e69	1	identical
0x005e69	0x005eae	69	divergent
0x005eae	0x005eaf	1	identical
0x005eaf	0x005eb8	9	divergent
0x005eb8	0x005eb9	1	identical
0x005eb9	0x005ebc	3	divergent
0x005ebc	0x005ebd	1	identical
0x005ebd	0x005ed1	20	divergent
0x005ed1	0x005ed2	1	identical
0x005ed2	0x005ed8	6	divergent
0x005ed8	0x005ed9	1	identical
0x005ed9	0x005ef2	25	divergent
0x005ef2	0x005ef3	1	identical
0x005ef3	0x005f17	36	divergent
0x005f17	0x005f18	1	identical
0x005f18	0x005f19	1	divergent
0x005f19	0x005f1a	1	identical
0x005f1a	0x005f1b	1	divergent
0x005f1b	0x005f1c	1	identical
0x005f1c	0x005f38	28	divergent
0x005f38	0x005f39	1	identical
0x005f39	0x005f7f	70	divergent
0x005f7f	0x005f80	1	identical
0x005f80	0x005f98	24	divergent
0x005f98	0x005f99	1	identical
0x005f99	0x00602d	148	divergent
0x00602d	0x00602e	1	identical
0x00602e	0x00604a	28	divergent
0x00604a	0x00604b	1	identical
0x00604b	0x00604f	4	divergent
0x00604f	0x006050	1	identical
0x006050	0x006091	65	divergent
0x006091	0x006092	1	identical
0x006092	0x0060c2	48	divergent
0x0060c2	0x0060c3	1	identical
0x0060c3	0x0060da	23	divergent
0x0060da	0x0060db	1	identical
0x0060db	0x006131	86	divergent
0x006131	0x006132	1	identical
0x006132	0x006153	33	divergent
0x006153	0x006154	1	identical
0x006154	0x00617a	38	divergent
0x00617a	0x00617b	1	identical
0x00617b	0x006199	30	divergent
0x006199	0x00619a	1	identical
0x00619a	0x0061a1	7	divergent
0x0061a1	0x0061a2	1	identical
0x0061a2	0x00620c	106	divergent
0x00620c	0x00620d	1	identical
0x00620d	0x006295	136	divergent
0x006295	0x006296	1	identical
0x006296	0x006297	1	divergent
0x006297	0x00629a	3	identical
0x00629a	0x0062a5	11	divergent
0x0062a5	0x0062a6	1	identical
0x0062a6	0x0062a7	1	divergent
0x0062a7	0x0062a8	1	identical
0x0062a8	0x0062aa	2	divergent
0x0062aa	0x0062ab	1	identical
0x0062ab	0x00633f	148	divergent
0x00633f	0x006340	1	identical
0x006340	0x006355	21	divergent
0x006355	0x006356	1	identical
0x006356	0x006358	2	divergent
0x006358	0x006359	1	identical
0x006359	0x00637d	36	divergent
0x00637d	0x00637e	1	identical
0x00637e	0x0063ab	45	divergent
0x0063ab	0x0063ac	1	identical
0x0063ac	0x006442	150	divergent
0x006442	0x006444	2	identical
0x006444	0x006478	52	divergent
0x006478	0x00647a	2	identical
0x00647a	0x00649a	32	divergent
0x00649a	0x00649b	1	identical
0x00649b	0x0064b9	30	divergent
0x0064b9	0x0064ba	1	identical
0x0064ba	0x006529	111	divergent
0x006529	0x00652a	1	identical
0x00652a	0x00652c	2	divergent
0x00652c	0x00652d	1	identical
0x00652d	0x006540	19	divergent
0x006540	0x006541	1	identical
0x006541	0x006548	7	divergent
0x006548	0x006549	1	identical
0x006549	0x006555	12	divergent
0x006555	0x006556	1	identical
0x006556	0x00658b	53	divergent
0x00658b	0x00658c	1	identical
0x00658c	0x0065a3	23	divergent
0x0065a3	0x0065a4	1	identical
0x0065a4	0x0065a7	3	divergent
0x0065a7	0x0065a8	1	identical
0x0065a8	0x0065d2	42	divergent
0x0065d2	0x0065d3	1	identical
0x0065d3	0x0065ef	28	divergent
0x0065ef	0x0065f0	1	identical
0x0065f0	0x006604	20	divergent
0x006604	0x006605	1	identical
0x006605	0x006616	17	divergent
0x006616	0x006618	2	identical
0x006618	0x006619	1	divergent
0x006619	0x00661a	1	identical
0x00661a	0x006666	76	divergent
0x006666	0x006667	1	identical
0x006667	0x0066fd	150	divergent
0x0066fd	0x0066fe	1	identical
0x0066fe	0x0066ff	1	divergent
0x0066ff	0x006700	1	identical
0x006700	0x006701	1	divergent
0x006701	0x006702	1	identical
0x006702	0x006703	1	divergent
0x006703	0x006704	1	identical
0x006704	0x006705	1	divergent
0x006705	0x006706	1	identical
0x006706	0x006749	67	divergent
0x006749	0x00674a	1	identical
0x00674a	0x00674b	1	divergent
0x00674b	0x00674c	1	identical
0x00674c	0x006757	11	divergent
0x006757	0x006758	1	identical
0x006758	0x006759	1	divergent
0x006759	0x00675a	1	identical
0x00675a	0x00675b	1	divergent
0x00675b	0x00675c	1	identical
0x00675c	0x006769	13	divergent
0x006769	0x00676a	1	identical
0x00676a	0x00676b	1	divergent
0x00676b	0x00676c	1	identical
0x00676c	0x006773	7	divergent
0x006773	0x006774	1	identical
0x006774	0x006775	1	divergent
0x006775	0x006776	1	identical
0x006776	0x006781	11	divergent
0x006781	0x006782	1	identical
0x006782	0x006783	1	divergent
0x006783	0x006784	1	identical
0x006784	0x006785	1	divergent
0x006785	0x006786	1	identical
0x006786	0x006793	13	divergent
0x006793	0x006794	1	identical
0x006794	0x006795	1	divergent
0x006795	0x006796	1	identical
0x006796	0x0067c7	49	divergent
0x0067c7	0x0067c8	1	identical
0x0067c8	0x0067c9	1	divergent
0x0067c9	0x0067ca	1	identical
0x0067ca	0x006801	55	divergent
0x006801	0x006802	1	identical
0x006802	0x006847	69	divergent
0x006847	0x006848	1	identical
0x006848	0x006849	1	divergent
0x006849	0x00684a	1	identical
0x00684a	0x006881	55	divergent
0x006881	0x006882	1	identical
0x006882	0x00688e	12	divergent
0x00688e	0x006890	2	identical
0x006890	0x006891	1	divergent
0x006891	0x006892	1	identical
0x006892	0x006893	1	divergent
0x006893	0x006894	1	identical
0x006894	0x006895	1	divergent
0x006895	0x006898	3	identical
0x006898	0x006899	1	divergent
0x006899	0x00689a	1	identical
0x00689a	0x00689d	3	divergent
0x00689d	0x00689e	1	identical
0x00689e	0x0068f1	83	divergent
0x0068f1	0x0068f2	1	identical
0x0068f2	0x0068f5	3	divergent
0x0068f5	0x0068f8	3	identical
0x0068f8	0x0068f9	1	divergent
0x0068f9	0x0068fa	1	identical
0x0068fa	0x0068fd	3	divergent
0x0068fd	0x0068fe	1	identical
0x0068fe	0x006967	105	divergent
0x006967	0x006968	1	identical
0x006968	0x0069a9	65	divergent
0x0069a9	0x0069aa	1	identical
0x0069aa	0x0069bc	18	divergent
0x0069bc	0x0069bd	1	identical
0x0069bd	0x0069e6	41	divergent
0x0069e6	0x0069e7	1	identical
0x0069e7	0x0069f2	11	divergent
0x0069f2	0x0069f3	1	identical
0x0069f3	0x006a57	100	divergent
0x006a57	0x006a58	1	identical
0x006a58	0x006a6d	21	divergent
0x006a6d	0x006a6e	1	identical
0x006a6e	0x006a93	37	divergent
0x006a93	0x006a94	1	identical
0x006a94	0x006b21	141	divergent
0x006b21	0x006b22	1	identical
0x006b22	0x006b35	19	divergent
0x006b35	0x006b36	1	identical
0x006b36	0x006b49	19	divergent
0x006b49	0x006b4a	1	identical
0x006b4a	0x006bb2	104	divergent
0x006bb2	0x006bb3	1	identical
0x006bb3	0x006bc2	15	divergent
0x006bc2	0x006bc3	1	identical
0x006bc3	0x006bc9	6	divergent
0x006bc9	0x006bca	1	identical
0x006bca	0x006bcb	1	divergent
0x006bcb	0x006bcc	1	identical
0x006bcc	0x006bcd	1	divergent
0x006bcd	0x006bce	1	identical
0x006bce	0x006c1e	80	divergent
0x006c1e	0x006c1f	1	identical
0x006c1f	0x006c39	26	divergent
0x006c39	0x006c3a	1	identical
0x006c3a	0x006c3b	1	divergent
0x006c3b	0x006c3c	1	identical
0x006c3c	0x006c3d	1	divergent
0x006c3d	0x006c3e	1	identical
0x006c3e	0x006c40	2	divergent
0x006c40	0x006c41	1	identical
0x006c41	0x006c4a	9	divergent
0x006c4a	0x006c4b	1	identical
0x006c4b	0x006c50	5	divergent
0x006c50	0x006c51	1	identical
0x006c51	0x006c5f	14	divergent
0x006c5f	0x006c60	1	identical
0x006c60	0x006cff	159	divergent
0x006cff	0x006d00	1	identical
0x006d00	0x006d14	20	divergent
0x006d14	0x006d16	2	identical
0x006d16	0x006d17	1	divergent
0x006d17	0x006d18	1	identical
0x006d18	0x006d19	1	divergent
0x006d19	0x006d1a	1	identical
0x006d1a	0x006d1b	1	divergent
0x006d1b	0x006d1c	1	identical
0x006d1c	0x006d1d	1	divergent
0x006d1d	0x006d1e	1	identical
0x006d1e	0x006d1f	1	divergent
0x006d1f	0x006d23	4	identical
0x006d23	0x006d24	1	divergent
0x006d24	0x006d26	2	identical
0x006d26	0x006d67	65	divergent
0x006d67	0x006d68	1	identical
0x006d68	0x006d84	28	divergent
0x006d84	0x006d85	1	identical
0x006d85	0x006d87	2	divergent
